Text,Label
"And many things have to do with the fact that our taxes are so high, about the highest in the world.",1
"Eight million children each year have health insurance, because when I was first lady, I worked with the Democrats and Republicans to create the children's health insurance program.",1
"When I was Secretary of State, I went around the world to defend our country, but also to defend women's rights, to ensure that women had a decent chance of having a better life and to negotiate a treaty with Russia to reduce nuclear weapons.",1
"First of all, she was there as Secretary of State with the so-called line in the sand, which...",1
"But our nuclear program has fallen behind, and they have gone mad with their nuclear program.",1
We are exhausted in nuclear terms.,1
Look what she did in Libya with Gaddafi.,1
"And, by the way, ISIS has a lot of its oil.",1
"Well, what Russia did with Assad and, by the way, with Iran, that you did very powerful with the stupidest deal I've ever seen in the history of the negotiation, the Iranian deal, with the $150 billion, with the $1.7 billion in cash, which is enough to fill this room.",1
"And now she wants to sign TPP, even if she says she's for it.",1
"And there's a lot of fear -- in fact, teachers and parents call it Trump.",1
Bullying is lifted.,1
"We have an increase in the number of murders in our cities, the largest in 45 years.",1
"In addition, the second amendment, which is totally besieged by people like Hillary Clinton.",1
"They worry about the future of their children, yet almost all new incomes and wealth go to the top of 1 percent.",1
"A group of national security experts, military intelligence experts, issued a statement that was very relevant to Senator Sanders' views on foreign policy and national security, highlighting some of his observations on these issues, such as inviting Iranian troops in Syria to try to resolve the conflict there; and placing them at Israel's door.",1
I waited until it was negotiated because I wanted to give the administration the benefit of the doubt.,1
"Today, workers work longer for lower wages.",1
"In fact, it would be the most extreme version, the largest tax reduction for the highest percentage of the population in this country we have ever had.",1
"In fact, Donald was one of the people who took root in the housing crisis.",1
"He said, in 2006, ""Gee, I hope it's going to collapse, because I can go and buy it and make money.""",1
"Independent experts reviewed what I proposed and discussed what Donald proposed, and basically they said this, that if his tax plan, which would blow up the debt of more than $5 trillion and in some cases put middle class families at a disadvantage compared to the rich, would come into effect, we would lose 3.5 million jobs and could have another recession.",1
Donald thinks climate change is a hoax perpetrated by the Chinese.,1
"The Obama administration, since their arrival, has been worth more than 230 years of debt, and it has surpassed it.",1
"He doubled it in almost eight years, seven and a half years, to be semi-exact.",1
"The largest, a multinational known as CAFTA, I voted against.",1
"You go to New England, you go to Ohio, Pennsylvania, you go wherever you want, Secretary Clinton, and you will see devastation where manufacturing is down 30, 40, sometimes 50 percent.",1
You called it the gold standard of trade agreements.,1
You said it was the best case you've ever seen.,1
"Now, look, we have the worst recovery of an economy since the Great Depression.",1
"But you'll learn more about Donald Trump by going to the federal election, where I filed a 104-page financial statement essentially, the forms they have.",1
"Or maybe he doesn't want the American people looking at you tonight to know that he didn't pay anything in federal taxes, because the only years that no one ever saw were a few years when he had to hand them over to state authorities when he was trying to get a casino license, and they showed that he wasn't paying federal income tax.",1
"And when we talk about your business, you went bankrupt six times.",1
You even suggested at some point trying to negotiate the reduction of the U.S. national debt.,1
"The gun epidemic is the leading cause of death of young African-American men, more than the following nine causes combined.",1
"In Chicago, they have had thousands of shootings, thousands since January 1st.",1
"And it's just a fact that if you're an African-American young man and you're doing the same thing as a white young man, you're more likely to be arrested, charged, convicted and imprisoned.",1
I want to talk about the fact that you're the one who talked about black youth.,1
They pressed him very hard.,1
"But, remember, Donald started his career in 1973 by being sued by the Department of Justice for racial discrimination because he would not rent apartments in one of his African-American developments, and he made sure the people who worked for him understood that it was politics.",1
And that's why I was so -- I was so shocked when Donald publicly invited Putin to hack the Americans.,1
"He actually pleaded for the actions we took in Libya and asked for Gaddafi to be out, after doing some business with him once.",1
But I said they must also focus on terror.,1
And they're gonna do it.,1
And it was -- believe me -- I'm sure I'm not going to get credit for it -- but it was largely because of what I was saying and my criticism of NATO.,1
"And my successor, John Kerry, and President Obama got an agreement that threw a kick at Iran's nuclear program without a single blow.",1
"Just to get down on the list, we defend Japan, we defend Germany, we defend South Korea, we defend Saudi Arabia, we defend countries.",1
China is quite powerful with regard to North Korea.,1
"One of the great gifts of all time, all time, including $400 million in cash.",1
"But it's a man who called dirty women, lobs and dogs, and someone who said pregnancy is a disadvantage for employers, who said...",1
"According to my proposal, this is the biggest tax reduction by far, from any candidate.",1
"Remember that, we're the most taxed nation in the world.",1
Our companies pay more taxes than any company in the world.,1
"As I said and as now, my predecessors have done the same thing and many other people in the government.",1
"Well, when we talk about trying to help immigrants, Secretary Clinton prevailed over New York Governor Elliot Spitzer, who wanted to do the right thing and provide the driver's license to those who were undocumented, she said she didn't, and New York State still doesn't.",1
"And I said to welcome these children to this country, Secretary Clinton said to send them back.",1
"If you look at Latino youth between the ages of 17 and 20 who have graduated from high school, 36 percent of them are unemployed or underemployed...",1
African-American children are unemployed or underemployed at 51 per cent.,1
"The clean energy plan is something that Senator Sanders said would delay implementation, which makes absolutely no sense.",1
"When she found out there was a security camera, and they recorded it, all of a sudden this story changed.",1
"I think — you know, when I hear Obama rise and say that the greatest threat to the world today is global warming, I say, is this guy joking?",1
"It was because politicians — by the way, I'm self-funded.",1
"It seemed, when I was urging Senator Cruz, that he was saying that he would have trouble supporting someone who was going after his wife.",1
Because the poor don't vote.,1
"First of all, in almost every national poll, I'm the only one who still beats Hillary Clinton.",1
"And, by the way, we have a surplus of $2 billion.",1
"Hillary Clinton, who, as most people know, is a world-class liar – just look at her pathetic e-mail and server statements, or her false landing in Bosnia where she said she was attacked, but the attack turned out to be young girls who gave her flowers, a total and selfish lie.",1
We have lost nearly a third of our manufacturing jobs since the signing of these two agreements supported by Hillary.,1
"Hillary Clinton gave China millions of our best jobs, and actually let China completely rebuild.",1
"Now, because I stressed why it would be such a disastrous deal, she claims she's against it.",1
"She even removed this record of total support from her book – deletion is something that it is very good at -- (at least 30,000 emails are missing.)",1
"He was left helpless to die while Hillary Clinton was sleeping healthy in her bed -- that's right, when the phone rang at 3:00 in the morning, she was sleeping.",1
"Although I was not in the service of the government, I was among the first to criticize the war rush, and yes, even before the war began.",1
"In fact, Hillary Clinton supports a 550% radical increase in the number of Syrian refugees arriving in the United States, and this is an increase from President Obama's already very high number.",1
"As part of its plan, we would recognize hundreds of thousands of refugees from the most dangerous countries on Earth – without any means of verifying who they are or what they believe.",1
"Already, hundreds of recent immigrants and their children have been convicted of terrorist activities within the United States.",1
"Hillary has taken millions from Kuwait, Qatar, Oman and many other countries that are horribly abusing LGBT women and citizens.",1
"It undertook to grant a mass amnesty and, in its first 100 days, to put an end to almost all immigration law enforcement and thus create fully open borders in the United States.",1
"For the amount of money Hillary Clinton would like to spend for the refugees, we could rebuild all the cities in central America.",1
Passing a massive tax reform to create millions of new jobs.,1
Our military will have the best technology and equipment – we will bring them back to the end.,1
"The real wages of our workers have not been increased in 18 years, but these wages will start to rise, with the new jobs.",1
"With that being said, if you look at the voter registration, you look at the dead people who are registered to vote, you look at the people who are registered in two states, you look at all these different things that are happening with the registration, you look at those registrations for -- you're going to find -- and we're going to do an investigation about it...",1
"You have registered people who have died, who are illegal, who are in two states.",1
"When you say millions of illegal voices, it is something that is extremely fundamental to our functioning democracy, a fair and free election.",1
And he told me they couldn't find any evidence of electoral fraud.,1
"Because they didn't want to -- they didn't come to me, believe me.",1
"We have seen an economy stifled by more taxes, more regulation, a war against coal, and a failed health care reform have become known as Obamacare, and the American people know that we need to make a change.",1
"And as a candidate, he started his campaign with a speech where he called Mexican rapists and criminals, and he pursued the discredited and truly scandalous lie that President Obama was not born in the United States.",1
These guys praised Vladimir Putin as a great leader.,1
"And Iraq was invaded by ISIS, because Hillary Clinton did not renegotiate...",1
"I think the fact that, under this past administration of which Hillary Clinton was a member, we have almost doubled the national debt is atrocious.",1
"In fact, he tried to raise taxes by about $4 billion.",1
They want to extend it to one program.,1
"First of all, Donald Trump said the wages are too high.",1
Donald Trump and Mike Pence think we should eliminate the federal minimum wage.,1
"I mean, the truth is that the policies of this administration, which Hillary Clinton and Senator Kaine want to pursue, have led this economy into a gap.",1
Richard Nixon issued tax returns when he was under audit.,1
Donald Trump wrote a book and he said that social security is a Ponzi regime and privatization would be good for all of us.,1
But he had been arrested by the police 40 or 50 times before that fatal incident.,1
"And if you look at the conviction in this country, African-Americans and Latinos are convicted of the same crimes at very different rates.",1
"Hillary Clinton and Tim Kaine want to pursue policies of open borders, amnesty, capture and liberation, holy cities, all the things that lead -- which lower wages in this country, senator, and all too often with extraterrestrial criminals in the country, it brings grief.",1
He's talking to the army.,1
"The army is a disaster, John McCain is not a hero, the generals all need to be fired, and I know more than they do.",1
"Elaine, the FBI director, our internal security, said we can't know for sure who these people are from Syria.",1
More nations should acquire nuclear weapons.,1
"He never said that, senator.",1
We paid $400 million in cash as a ransom for Americans held by radical mullahs in Tehran.,1
It provides AIDS drugs to approximately 11.5 million people.,1
"A portrait of Donald Trump for $20,000?",1
Less than 10 cents of the Clinton Foundation dollar went to charitable causes.,1
And it is the fundamental difference between a Clinton-Kaine ticket and a Trump-Pence ticket that wants to punish the women who make this choice.,1
"She worked through the aisle when she was the first lady to pass the FIP program so that 8 million low-income children had health insurance in that country, 150,000 of whom were in Indiana.",1
"Today in America, we have more people in prison than any other country on Earth.",1
The unemployment rate among African American youth is 51 per cent.,1
Hispanic youth unemployment is 36 per cent.,1
"I said, when I was Secretary of State three years ago, I was hoping it would be the gold standard.",1
"You see all the other big countries telling moms that, when you have a baby, we won't separate you from your newborn, because we're going to have - we're going to have paid medical and family leave, like all the other countries on Earth.",1
"Senator Sanders, you voted against Bill Brady, which provided for background checks and a waiting period.",1
He could have had all the protections of being a whistleblower.,1
"We have a criminal justice system that allows Wall Street CEOs to leave, and yet we imprison or condemn young people who smoke marijuana.",1
"Everyone listens to you now, you have come by the tens of millions to be part of a historical movement, as the world has never seen before.",1
"Mothers and children trapped in poverty in our city centres, rusty factories, scattered like tombstones in the landscape of our nation, a system of education full of money but that leaves our young and beautiful students deprived of all knowledge.",1
"And crime, gangs and drugs that have stolen too many lives and stolen our country from so much unrealized potential.",1
"For many decades, we have enriched foreign industry to the detriment of American industry, subsidized the armies of other countries while allowing the very sad exhaustion of our army.",1
We have defended the borders of other nations while refusing to defend our own.,1
And spent trillions and trillions of dollars abroad as American infrastructure fell into disintegration and disintegration.,1
"We have made other countries rich while the wealth, strength and confidence of our country have dissipated on the horizon.",1
"We gave them $1.7 billion in cash, which is not known.",1
I've been against the war in Iraq since the beginning.,1
Remember ObamaCare doesn't work.,1
"I'll tell you that the holy cities are -- they have a lot of problems, and if there's a huge crime.",1
"But if you say, for example, that there are three million illegal foreigners who voted and then, you don't have the data to support them, some people will say, that it is irresponsible for a president to say that.",1
"And when you look at the recording, and you see dead people who voted, who are on many, many dead people voted, when you see people who are registered in two states that voted in two states, when you see other things, when you see illegal people, people who are not citizens, and they are on the registration lists.",1
Trump's preliminary draft speech leaks hours in advance By NICK GASS Here are the facts: Decades of progress in the suppression of crime are being reversed by this administration.,1
"Last year, homicides increased by 17% in America in fifty larger cities.",1
This is the largest increase in 25 years.,1
"Nearly 180,000 illegal immigrants with a criminal record, expelled from our country, are at large tonight to threaten peaceful citizens.",1
The number of new families of illegal immigrants who have crossed the border so far this year already exceeds the total from 2015.,1
Two million more Latinos are now in poverty than when the President was sworn in less than eight years ago.,1
"Household income has declined by more than $4,000 since 2000.",1
Our trade deficit in the manufacturing sector has reached a record level – nearly $800 billion in one year.,1
"Our roads and bridges are collapsing, our airports are in Third World state, and 43 million Americans are on food stamps.",1
"In 2009, pre-Hillaire, ISIS was not even on the map.",1
My opponent called for a radical 550% increase in the number of Syrian refugees in addition to the massive influx of refugees arriving in our country under Obama's presidency.,1
She proposes this despite the fact that there is no way to filter these refugees to find out who they are or where they come from.,1
"Instead, my opponent wants holy cities.",1
"America has lost nearly a third of its manufacturing jobs since 1997, following the adoption of disastrous trade agreements supported by Bill and Hillary Clinton.",1
"While Hillary Clinton is planning a massive tax increase, I have proposed the biggest tax reduction for any candidate who has declared for the presidential race this year – Democratic or Republican.",1
America is one of the most taxed nations in the world.,1
My opponent essentially wants to abolish the 2nd amendment.,1
"An amendment, tabled by Lyndon Johnson many years ago, threatens religious institutions to lose their tax exemption status if they openly defend their political views.",1
Our victory has been a victory as no one has ever seen before.,1
"There were movements that took place like Bernie, which took place.",1
[Laughs],1
"She had so many delegates before it even started, I told my people, how's it going?",1
"We get out bad, they're the ones that go first and I said it the first day.",1
"In the Middle East, we spent four weeks ago, six trillion dollars.",1
"As we speak today, immigration offers find gang members, drug dealers and extraterrestrial criminals and throw them out of our country.",1
"No one will dare to question themselves as they have been because we are very exhausted, very, very exhausted.",1
"Governor Romney, I am glad that you recognize that Al-Qaida is a threat because a few months ago, when you were asked what is the greatest geopolitical threat to America, you said Russia, not Al-Qaida, you said Russia.",1
"But what you can't do is spend 2 trillion dollars in additional military spending that the army doesn't ask for, 5 trillion dollars in tax cuts, you say you're going to pay for it by closing the loopholes and deductions without naming what these loopholes and deductions are, and then somehow you're going to face the deficit that we already have.",1
"I went to the Olympic Games that were not balanced, and we got it in balance and achieved a success.",1
And then the president started what I called a tour of excuses to go to — to various nations in the Middle East and — and to criticize America.,1
And I think that when the President said that he was going to create the light of day between us and Israel that — that they also noticed.,1
"But when you were running in 2008 — as I was — and I said, if I had Bin Laden in our eyes, I would take that shot, you said we shouldn't move the sky and the earth to get one man, and you said we should ask Pakistan permission.",1
"And therefore, the unemployment of veterans is now lower than the general population, it was higher when I took office.",1
"You are familiar with jobs shipped abroad, because you have invested in companies that shipped jobs abroad.",1
"You made it very clear that you would not provide government assistance to U.S. automobile companies, even if they went bankrupt.",1
"Policies over the past four years have seen income decline in America every year for middle-income families, now down $4,300 during your tenure, 23 million Americans still struggling to find a good job.",1
"It is a very familiar territory, press conferences, because we granted them almost daily.",1
And they tried to hack into the Republican National Committee and they were unable to break through.,1
"If you look, this administration created ISIS at the wrong time.",1
"I didn't have to refuse, because as you know, I have a conflict-free situation because I'm president, which -- I didn't know about it for about three months ago, but it's a good thing to have.",1
"So I could run my business, I could run my business and run the government at the same time.",1
"But as president, I could run Trump's organization, big, big company, and I could run the company -- the country.",1
"But every president since the 1970s has had a required audit of the IRS, the last place to release them, but as president sir...",1
The only one who cares about my tax returns is the reporters.,1
"First, you learn very little about a tax return.",1
"Some states have more than a hundred percent increase and 17 and I said that two years ago, 17 is going to be the wrong year.",1
"And I want to thank United Technologies who owns Carrier, but we saved nearly a thousand jobs.",1
And you'd have millions of workers right now in the United States that are -- 96 million who really want a job and they can't get it.,1
"As for coming back, number one, you wouldn't have even spoken, and you wouldn't have asked that as the first question if it wasn't for me when I talked about illegal immigration.",1
"When they passed Obamacare, they put a bailout fund in Obamacare.",1
"All these lobbyists you're talking about, they put a bailout fund in the law that would allow public money to be used, taxpayers' money, bail out businesses when they lost money.",1
"And, we led the effort and destroyed this rescue fund.",1
And what was amazing about this missing exchange is that for decades Donald was defending socialized medicine.,1
"What he said was that the government should pay for everyone's health care, and in fact, there are some debates, he said, if you don't support socialized health care, you're heartless.",1
"And there has been a huge boost of optimism in the business world, that is, for me something very different.",1
"We have 306 because people came out and voted as they had never seen before, so that's how it happens.",1
It was the biggest election victory since Ronald Reagan.,1
"In fact, we had to go faster than expected because of the wrong decision we received from a circuit that was overturned to a record number.",1
"I've heard 80 percent, I find it hard to believe, it's just a number I've heard, they're overturned 80 percent of the time.",1
Because it's an illegal process and the press should be ashamed of itself.,1
You have a lower approval rate than Congress.,1
"Now, when WikiLeaks, which I have nothing to do with, comes out and finds themselves giving, they don't give classified information.",1
Hillary Clinton gave Russia 20% of the uranium in our country.,1
I haven't called Russia in years.,1
"I have opposed the TPP and I have always opposed the TPP, which you have asked.",1
"It seems to be worse in the cities run by the Democrats, the governors of...",1
"But, you know, when I look at someone like Hillary Clinton, who sits there and tells his daughter and a government official that no, it was a terrorist attack, and then tells everyone that it was a video.",1
"A million and a half illegal immigrants left the country, displaced them just beyond the border.",1
I understand you can't have someone who fought cancer just become known as a pre-existing condition.,1
I understand that you can't allow families to go bankrupt if they really need help.,1
But I also understand that Obamacare is not helping anyone.,1
There are more words in the IRS code than in the Bible — and — and none of them is as good.,1
"It's a market that has been designed so that China enters, as they always do, through the back door and totally benefits everyone.",1
"We are now losing more than $500 billion in terms of imbalance with China, $75 billion a year in terms of imbalance with Japan.",1
We were hundreds of billions of dollars in relation to the budget.,1
Hundreds of billions of dollars on the budget.,1
We allowed thousands and thousands of people to enter our country and there was no way to monitor them.,1
"I'd like to make it clear, since we're talking about polls, I beat Hillary Clinton by more than 11 points, and the reason that happens...",1
"This guy has a number one, number one of the absentees in the United States...",1
"Donald Trump wrote checks to Hillary Clinton not one, not two, not three times.",1
"Well, look, you know, when a family steals from the World Trade Center, a man flies from the World Trade Center, and his family is sent back to where they were going — and I think most of you know where they went — and, by the way, it wasn't Iraq — but they went back to a certain territory, they knew what was going on.",1
"Ninety-eight percent of the approval rating, we have an ""A"" from the Better Business Bureau...",1
"Unfortunately -- unfortunately, I remain one of the poorest members of the United States Senate.",1
"When this campaign started, I said we had to end the $7.25 minimum wage, raise it to $15.",1
Secretary Clinton said we're going to raise it to $12.,1
"So he went to Congress, where he was largely a very reliable supporter of the NRA.",1
"I believe that the law that Senator Sanders voted for, which I voted for, which gives this special protection to arms manufacturers and dealers, is an absolute abdication of the responsibility of those who voted in favour.",1
They still want to privatize her.,1
"In fact, their idea is to hand over the Social Security Trust Fund to Wall Street, something that you and I would never let happen.",1
"We did not have a question about a woman's right to make her own reproductive health care decisions, not a question.",1
"You were for a single payer system, a Canadian-style system.",1
"Because today in America, a third of our children, after spending more per student than any country in the world other than a couple of rounding mistakes, to be honest with you, 30% are ready for university and/or career.",1
"But we must — I am the only one on this stage that said: ""Don't go to Iraq.",1
No one else said that.,1
"But I said it, and I said it loud and clear, ""You're going to destabilize the Middle East.""",1
I didn't say I was going to the moon someone...,1
"Joseph Stalin said that if you want to bring America down, you have to undermine three things: our spiritual life, our patriotism and our morality.",1
"And I'm the only candidate in the democratic primary, or actually on both sides, to whom Wall Street financiers and hedge fund managers are actually throwing ads against.",1
But I think anyone really looked at it concluded that I have now published all my emails.,1
"The classified documents have a header that says ""top secret"", ""secret"", ""confidential"".Nothing — and I will repeat it, and this is verified in the report of the Department of Justice — none of the emails sent or received by me had such a header.",1
"He fully supported the intervention in Libya, as Gaddafi threatened to massacre his population.",1
"And I think there's an agenda there, supported by my opponent, to do it.",1
The population of veterans has a much higher suicide rate than the general population.,1
Twenty - twenty suicides a day.,1
I was able to get more votes than anyone else in the history of Republican politics.,1
"I think it's very sad, when you look at Barack Obama, as an example, lands Air Force One in China, and they don't want to get out of the stairs to get off the plane.",1
"Well, it has an approval rating of 82 percent, according to the various surveys, which, by the way, some of them are based here.",1
"I think when he calls me brilliant, I'll take the compliment, okay?",1
"And by the way, Hillary Clinton six months ago said that veterinarians are treated essentially very well, there's no real problem, he's overexaggerated.",1
"And by the way, women are considered a pre-existing condition by insurance companies because they could have a baby.",1
The United States is the only major country on Earth that does not guarantee health care for all as a right.,1
Most of the people covered by Obamacare are under Medicaid.,1
"There are many people in America who struggle with exactly what you are, in the wreck of Obamacare, with booming bonuses, with franchises that are unaffordable, and with really limited care.",1
"Indeed, I don't know if cameras can see that, but in 70 percent of the counties of America, on Obamacare exchanges, you have a choice between one or two health insurance plans, that's all, 70 percent of the counties of America.",1
The 29ers are the millions of people across the country who have been forced to work part-time who previously had a full-time job and now work 29 hours a week because Obamacare kicks at 30 hours a week.,1
We should not spend twice as much per person on health care as people in another country.,1
"And if you believe that health care is a right, why on Earth did you help write Obamacare that caused six million people to cancel their health insurance, that made them lose their doctors, and have people like LaRonda, who can't get health insurance, can't pay the premiums...",1
"And so it may work with you, but I'll tell you nationally, Medicaid's health outcomes are really poor.",1
"Last but not least, if we repeal the Affordable Care Act, we will provide $346 billion in tax relief to the largest 2 per cent.",1
He voted for what is called the Charleston Loophole.,1
"Now, I am pleased to hear that Senator Sanders has reversed his position on immunity and I look forward to his joining the members of Congress who have already introduced a bill.",1
We have now reduced costs until they are the lowest in 50 years.,1
Now we need to lower individual costs.,1
"Unfortunately, much of this budget continues to fight the former Cold War with the Soviet Union.",1
Very few of this budget — less than 10 per cent — is actually devoted to the fight against ISIS and international terrorism.,1
And our companies have created jobs every month since it came into force.,1
I told you earlier that America's economic decline is a political crisis.,1
All you hear is that our enemies become stronger and America weaker.,1
We spend more on our army than the next eight nations together.,1
"That is why I will continue to work to close Guantanamo prison: it is expensive, it is useless, and it serves only as a recruitment brochure for our enemies.",1
"In addition, illegal immigration costs our country more than $113 billion a year.",1
The truth is that the central issue is not the needs of the 11 million illegal immigrants - or whatever they are.,1
Only contactless media elites believe that the biggest problem facing American society today is that there are 11 million illegal immigrants who do not have legal status.,1
President Obama and Hillary Clinton have committed themselves to a flagrant breach of duty by handing over the security of the American people to the opening of borders.,1
"Hillary Clinton promised amnesty in her first 100 days, and her plan will provide Obamacare, social security and health insurance for illegal immigrants - breaking the federal budget.",1
"Since 2013 alone, the Obama administration has allowed 300,000 foreign criminals to return to American communities - they are individuals who have been met or identified by the ICE but have not been detained or treated for deportation.",1
"There are at least 23 countries that refuse to take back their people after being ordered to leave the United States, including a large number of violent criminals.",1
About half of the new illegal immigrants have obtained a temporary visa and have no longer left.,1
"But I will — but I will tell you, the Socialist says that they will pay everything and give you everything free of charge, except that they do not say that they will increase it by taxes to 90 per cent to do so.",1
"For the first time in 35 years, we have more companies that close than they start.",1
"Well, the average small manufacturer, no matter what he manufactures, the drugs or whatever, if he has less than 50 employees, the average cost in terms of regulations is $34,000 per employee.",1
"Well, you just listed a litany of discredited attacks by Democrats and my political opponents, and I'm not going to waste 60 seconds detailing them all.",1
"None of them mentioned the fact that under Barack Obama and the great government economy, the median salary of women fell by $733.",1
92 percent — 92 percent of jobs lost during Barack Obama's first term were women.,1
"This is a company called Mannatech, a manufacturer of nutritional supplements, with which you had a 10-year relationship.",1
"They proposed allegations that they could cure autism, cancer, they paid $7 million to settle a deceptive marketing trial in Texas, and yet you're involved continued.",1
It is absolutely absurd to say that I had any relationship with them.,1
I think you called him Mark Zuckerberg's personal senator because he was in favour of H1B.,1
"In Florida, we have the lowest tuition fees in the state of any state, because there is responsibility, as John said.",1
But we have the lowest percentage of Americans working today since 1977.,1
Median wages stagnated.,1
And the Obama-Clinton economy has left behind the workers and women of this country.,1
"If she's elected, she's under investigation with the FBI right now.",1
"If elected, her first 100 days, instead of setting an agenda, she could move forward between the White House and the courthouse.",1
"And you look around, and you see what's happening, and that's not the case when he introduced the doctor — very nice, all perfect, but it's not representative of what you have in this migration line.",1
"When I look at migration, I watched the line, I said it in your show recently, where are the women?",1
It looks like very few women.,1
"Regrettably, Governor Christie has supported many of the ideas that Barack Obama supports, whether it is control of the common core or firearms, or the appointment of Sonia Sotomayor, or the donation he made to Planned Parenthood.",1
Eric Holder said he considered his mission a brainwash against weapons.,1
"You said you were in favour of citizenship based on the birthright, now you're saying you're against it.",1
"In fact, the only budget you've ever voted for, Ted, all your time in the Senate is a budget of Rand Paul who brags about how he cuts the defense.",1
"And by the way, the attack he continues to put on the military budget, Marco knows very well that I voted for his amendment to increase military spending to $697 billion.",1
"And when he did, he followed that weird model he followed year after year, where he refused to say the words ""radical Islamic terror"".",1
How many hours of free media make CNN and FOX and any other station — which he calls for a year — $2 billion in free media...,1
I have great disagreements with my opponent on these and other issues that will be before the Supreme Court.,1
"But I think that at this stage in our country's history, it is important that we do not turn away the equality of marriage, that we do not turn Roe against Wade, that we oppose the United Citizens, that we fight for the rights of people in the workplace, that we oppose and essentially say: the Supreme Court should represent us all.",1
"I believe that if my opponent wins this race, which I really do not believe will happen, we will have a second amendment which will be a very, very small replica of what it is now.",1
"And what I meant was that you pointed out, Chris, that I disagreed with the way the court applied the second amendment in this case, because the Columbia district tried to protect the little ones from weapons and they wanted the armed people to keep them safe.",1
"And in fact, he said that women should be punished that there is a form of punishment for women who receive abortions.",1
Hillary wants to do the amnesty.,1
All the problems - the biggest problem is the heroin that crosses our southern border.,1
She pours out and destroys her youth.,1
"She wants 550 percent more than Barack Obama, and he has thousands of people.",1
"that the Russians have carried out cyber attacks against the United States of America, that you have promoted espionage against our people, that you are ready to blow up the Putin line, to sign up for its wish list, to dissolve NATO, to do whatever it wants, and that you will continue to get help from it because it has a very clear favorite in this race.",1
"We have 17-17 intelligence agencies, civilian and military, all of which have concluded that these spy attacks, these cyber attacks, come from the highest levels of the Kremlin and are intended to influence our choice.",1
"He was in favour of more countries, Japan, Korea, and even Saudi Arabia.",1
"I want us to have the largest employment program since the Second World War, jobs in infrastructure and advanced manufacturing.",1
"Because his plan is to lower taxes, give the rich and corporations the greatest tax relief, increase our debt by $20 trillion, and cause the kind of dislocation we've seen before, because it's really going to be the hard economy to reduce on steroids.",1
"First of all, before I start with my plan, your plan will increase taxes and even double your taxes.",1
"They headed the State Department, or $6 billion was stolen.",1
He was prosecuted by the judiciary for racial discrimination in his home.,1
"She gave us ISIS because she and Obama created this huge void, and a small group came out of this huge void because we would never have been in Iraq, but if we were there once, we should never have gone out as they wanted.",1
She gave us ISIS as sure as you did.,1
"And since then, as we all know, nine women have arrived and said either you touched her or you kissed her without her consent.",1
"First of all, these stories were widely exposed.",1
"But I'm telling you, what's not fictitious is her e-mails, where she destroyed 33,000 e-mails, criminally, after receiving a U.S. Congress subpoena.",1
"But he also persecuted a disabled journalist, mocked him and imitated him on national television.",1
"But in short, the Clinton Foundation has provided treatment for 11 million people living with HIV worldwide, and about half of all people in the world are receiving treatment.",1
"Saudi Arabia gives $25 million, Qatar, all these countries.",1
They are people who kill women and treat them terribly.,1
So I would like to ask you now why not return the money you have taken in some countries that treat certain groups of people so terribly?,1
"And I'd like to compare what we're doing with the Trump Foundation, take money from other people and buy a six-foot portrait of Donald.",1
"He's the first candidate to run for president in the last 40 years who hasn't published his tax returns, so we can't prove anything about charity or anything else.",1
"If you look -- excuse me, Chris -- if you look at your voting roles, you'll see millions of people registered to vote -- millions that don't come from me -- coming from the Pew report and other places -- millions of people registered to vote who shouldn't be registered to vote.",1
"There was even a time when he didn't have Emmy on his television show for three years in a row, and he started tweeting that the Emmys were being manipulated against him.",1
Donald once again suggests that he did not support the invasion of Iraq.,1
"He was fighting over and over, which...",1
"As I understand it, the African-American community lost half of its wealth due to the collapse of Wall Street.",1
"But you know, I think what's important and what I think the Clinton campaign wasn't very well explained, it's this and it's the truth: the huge amount of money we're collecting and it's a lot, but the huge amount of money we're collecting doesn't go to Hillary for the president, it's going down.",1
"When I look at the current agreements, when I see what happens to terrible things like Obamacare, where your health insurance and health care are increasing numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad an agreement is for us, it is a unilateral transaction in which we return 150 billion dollars to a terrorist state, really, the number one terrorist state, we made it a strong country of a really very weak country three years ago.",1
We have a deficit of $800 billion.,1
"But it is not just women, and it is not only this video that raises questions about his ability to be our president, because he is also addressing immigrants, Africans, Latinos, disabled people, prisoners of war, Muslims, and so many others.",1
"I heard them running to the New York Senate, where Hillary Jobs wanted to go back to New York and fail.",1
"Her client, who represented her, took her out, and she saw her laugh twice and laughed at the girl who was raped.",1
"Well, you owe the president an apology, because, as you know very well, your campaign, Sidney Blumenthal -- that's another real winner you have -- and he started that, with your campaign manager, and they were on TV two weeks ago, she was, that's exactly what said.",1
"There's never been anything like that where e-mails -- and you get a subpoena, you get a subpoena, and then you get the subpoena, you delete 33,000 e-mails, and then you wash them or, as you would say, make them very expensive.",1
"Right now, we're 90 percent under health insurance.",1
This is the highest thing we have ever experienced in our country.,1
"She wants to go to a deposit plan that would be a disaster, something similar in Canada.",1
And we need to be sure that Muslims come and report when they see something.,1
"For example, in San Bernardino, many people saw the bombs throughout the apartment of the two people who killed 14 people and injured many, many people.",1
"People come to our country as if we had no idea who they are, where they come from, what their feelings are for our country, and they want 550 percent more.",1
